Itemcode,Barcode,ItemName,Unit,PhysicalCount,Converted,Region,CountingTime
151794,8931106001009,TP Banh Bao Trung Muoi & Cut 170g/1 Cai,CAI,20,1,Display,20210329134705
152093,CK11060101,TP Banh Bao Cade/1 Cai,CAI,15,1,Display,20210329134804
152108,CK11060102,TP Banh Bao Khoai Mon/1 Cai,CAI,8,1,Display,20210329134818
152174,8850291101557,TONG GARDEN Dau Ha Lan Mu Tat 50g/1 Goi,GOI,7,1,Display,20210329131003
152182,8850291510717,TONG GARDEN Dau Hon Hop 40g/1 Goi,GOI,5,1,Display,20210329131002
152221,8934707009269,LIPTON Tra Nhan Vang (25 goi x 2g)/1 Hop,HOP,5,1,Display,20210329124009
152352,8934673500357,VINAMILK Sua Tiet Trung Co Duong 220ml/1 Goi,GOI,8,1,Display,20210329132939
152815,8992741941303,YUPI Keo Deo Mini Burger 96g/1 Goi,GOI,1,1,Display,20210329122906
152962,8934840000093,VINH HAO Nuoc Khoang Huong Chanh 500ml/1 Chai,CHAI,7,1,Display,20210329132146
152970,8934840000185,VINH HAO Nuoc Khoang Co Ga 500ml/1 Chai,CHAI,8,1,Display,20210329132141
153243,9556156003439,YEO'S Nuoc Trai Vai 300ml/1 Lon,LON,7,1,Backroom,20210329133422
153243,9556156003439,YEO'S Nuoc Trai Vai 300ml/1 Lon,LON,20,1,Backroom,20210329133423
