Itemcode,Barcode,ItemName,Unit,PhysicalCount,Converted,Region,CountingTime
117530,8.93E+12,NHO MAI MAI Mien Suon 65g/1 To,TO,3,1,Display,2.02104E+13
117700,8.94E+12,OMACHI Mi Lau Tom Chua Cay79g/1 Goi,GOI,15,1,Display,2.02104E+13
117736,8.93E+12,ONG THO Sua Dac Co Duong Hop Do 40g/1 Goi,GOI,20,1,Display,2.02104E+13
118015,8.93E+12,PHU HUONG Mien Suon Heo 55g/1 Goi,GOI,6,1,Display,2.02104E+13
118027,8.93E+12,PHU HUONG Mien Lau Thai 55g/1 Goi,GOI,12,1,Display,2.02104E+13
118027,8.93E+12,PHU HUONG Mien Lau Thai 55g/1 Goi,GOI,1,1,Display,2.02104E+13
118106,31146150601,SHIN Mi Cay 120g/1 Goi,GOI,5,1,Display,2.02104E+13
118118,31146270606,SHIN Mi Cay 68g/1 Ly,LY,2,1,Display,2.02104E+13
118637,8.93E+12,VISSAN Bo Ham 150g/1 Lon,LON,5,1,Display,2.02104E+13
120123,8.93E+12,MILO Sua Lua Mach 180ml/1 Hop,HOP,3,1,Display,2.02104E+13
120123,8.93E+12,MILO Sua Lua Mach 180ml/1 Hop,HOP,48,1,Backroom,2.02104E+13
120549,8.93E+12,VISSAN Xuc Xich Bo 40g/1 Cay,CAY,8,1,Display,2.02104E+13
120551,8.93E+12,VISSAN Xuc Xich Heo 40g/1 Cay,CAY,3,1,Display,2.02104E+13
120575,8.93E+12,VISSAN Xuc Xich Bo 70g/1 Cay,CAY,5,1,Display,2.02104E+13
120587,8.93E+12,VISSAN Xuc Xich Heo 70g/1 Cay,CAY,7,1,Display,2.02104E+13
120678,8.94E+12,DALAT Sua Chua An Nha Dam 100g/1 Hop,HOP,11,1,Bad Merchandise,2.02104E+13
120721,8.94E+12,DALAT Sua Chua An Vi Dao 100g/1 Hop,HOP,7,1,Bad Merchandise,2.02104E+13
120757,8.93E+12,YOMOST Sua Chua Uong Vi Cam 170ml /1 Hop,HOP,1,1,Display,2.02104E+13
120783,8.93E+12,YOMOST Sua Chua Uong Luu&Dau Rung 170ml/1 Hop,HOP,48,1,Backroom,2.02104E+13
120800,8.93E+12,YOMOST Sua Chua Uong Vi Dau 170ml/1 Hop,HOP,4,1,Display,2.02104E+13
121335,8.80E+12,JINRO Ruou Soju Chamisul Fresh 360ml/1 Chai,CHAI,8,1,Backroom,2.02104E+13
122028,9.41E+12,VODKA CRUISER Ruou Vi Viet Quat 4.6% 275ml/1Chai,CHAI,8,1,Backroom,2.02104E+13
123474,8.94E+12,ACNES Giay Tham Dau 100 to/1 Goi,GOI,6,1,Display,2.02104E+13
123486,8.94E+12,ACNES Kem Rua Mat Ngua Mun 100g/1 Tuyp,TUYP,4,1,Display,2.02104E+13
123682,8.93E+12,CLEAR MEN Dau Goi Bac Ha 170g/1 Chai,CHAI,2,1,Display,2.02104E+13
123890,8.93E+12,DOVE Dau Goi Phuc Hoi Hu Ton 170g/1 Chai,CHAI,2,1,Display,2.02104E+13
