Itemcode,Barcode,ItemName,Unit,PhysicalCount,Converted,Region,CountingTime
100317,8936114080046,CHUPA CHUPS Keo Mut 10g/1 Que,QUE,100,1,Display,20210329133618
104777,8934588223051,LIPTON Tra Den Chanh 455ml/1 Chai,CHAI,1000,1,Display,20210329133618
,8934822132330,tiger bia,THUNG,6,24,Backroom,20210329133232
,8938507179245,muc rim me,HOP,4,4,Display,20210329133505
117114,8934804026831,MAGGI Nuoc Tuong Dau Nanh 300ml/1 Chai,QUE,120,1,Display,20210329133618
