Item Code	Item Name	BarCode	Unit	Converter
180305	PULPPY Khan Giay Hop 180pcs/1 Hop	8935018801603	HOP	1
180363	CLOSE UP Kem Danh Rang Pha Le Tuyet Bac Ha 230g /1 Hop	180363	HOP	1
180363	CLOSE UP Kem Danh Rang Pha Le Tuyet Bac Ha 230g /1 Hop	8934839121686	HOP	1
180363	CLOSE UP Kem Danh Rang Pha Le Tuyet Bac Ha 230g /1 Hop	8934839122447	HOP	1
180363	CLOSE UP Kem Danh Rang Pha Le Tuyet Bac Ha 230g /1 Hop	8934839123246	HOP	1
180363	CLOSE UP Kem Danh Rang Pha Le Tuyet Bac Ha 230g /1 Hop	8934839125950	HOP	1
180371	CLOSE UP Kem Danh Rang Pha Le Tuyet Loc De 230g /1 Hop	180371	HOP	1
180371	CLOSE UP Kem Danh Rang Pha Le Tuyet Loc De 230g /1 Hop	8934839121723	HOP	1
180371	CLOSE UP Kem Danh Rang Pha Le Tuyet Loc De 230g /1 Hop	8934839122454	HOP	1
180371	CLOSE UP Kem Danh Rang Pha Le Tuyet Loc De 230g /1 Hop	8934839123338	HOP	1
180371	CLOSE UP Kem Danh Rang Pha Le Tuyet Loc De 230g /1 Hop	8934839126001	HOP	1
180698	HAAGEN DAZS Kem Viet Quat 100ml/1 Hop	180698	HOP	1
180698	HAAGEN DAZS Kem Viet Quat 100ml/1 Hop	3415581370188	HOP	1
180842	CIRCLE K Du Mau Xanh ILoveCK /1 Cai	180842	CAI	1
180842	CIRCLE K Du Mau Xanh ILoveCK /1 Cai	2900011808429	CAI	1
180842	CIRCLE K Du Mau Xanh ILoveCK /1 Cai	2900091808425	CAI	1
180850	CIRCLE K Du Mau Do ILoveC K /1 Cai	180850	CAI	1
180850	CIRCLE K Du Mau Do ILoveC K /1 Cai	2900011808504	CAI	1
180850	CIRCLE K Du Mau Do ILoveC K /1 Cai	2900091808500	CAI	1
180981	AMAZING SUMMER The Cao 052015/1 Cai	180981	CAI	1
180981	AMAZING SUMMER The Cao 052015/1 Cai	2900011809815	CAI	1
181000	MIRACLE APO Son But Chi Hong Violet 3g/1 Cay	181000	CAY	1
181000	MIRACLE APO Son But Chi Hong Violet 3g/1 Cay	8935006535763	CAY	1
181018	MIRACLE APO Son But Chi Do SD 3g/1 Cay	181018	CAY	1
181018	MIRACLE APO Son But Chi Do SD 3g/1 Cay	8935006536043	CAY	1
181026	ACNES Kem Rua Mat Bun Non 50g/1 Tuyp	181026	TUYP	1
181026	ACNES Kem Rua Mat Bun Non 50g/1 Tuyp	8935006535930	TUYP	1
181034	REMOS Kem Chong Muoi 70g/1 Tuyp	181034	TUYP	1
181034	REMOS Kem Chong Muoi 70g/1 Tuyp	8935006535831	TUYP	1
181034	REMOS Kem Chong Muoi 70g/1 Tuyp	8935006535848	TUYP	1
181034	REMOS Kem Chong Muoi 70g/1 Tuyp	8935006535855	TUYP	1
181050	MAMAMY K.Uot Co Mui Co Nap 80pcs/1 Goi	181050	GOI	1
181050	MAMAMY K.Uot Co Mui Co Nap 80pcs/1 Goi	8936013330143	GOI	1
181068	MAMAMY K.Uot K.Mui Co Nap 80pcs/1 Goi	181068	GOI	1
181068	MAMAMY K.Uot K.Mui Co Nap 80pcs/1 Goi	8936013330266	GOI	1
181076	MAMAMY Khan Uot Co Mui 30pcs/1 Goi	181076	GOI	1
181076	MAMAMY Khan Uot Co Mui 30pcs/1 Goi	8936013330136	GOI	1
181084	MAMAMY Khan Uot Khong Mui 30pcs/1 Goi	181084	GOI	1
181084	MAMAMY Khan Uot Khong Mui 30pcs/1 Goi	8936013330280	GOI	1
181092	LUCK-LADY Khan Uot Co Mui 10pcs/1 Goi	181092	GOI	1
181092	LUCK-LADY Khan Uot Co Mui 10pcs/1 Goi	8936013330150	GOI	1
181107	LUCK-LADY Khan Uot Khong Mui 10pcs/1 Goi	181107	GOI	1
181107	LUCK-LADY Khan Uot Khong Mui 10pcs/1 Goi	8936013330389	GOI	1
181115	LUCK-LADY Khan Uot Co Mui 25pcs/1 Goi	181115	GOI	1
181115	LUCK-LADY Khan Uot Co Mui 25pcs/1 Goi	8936013330167	GOI	1
181123	LUCK-LADY Khan Uot Khong Mui 25 To/1 Goi	181123	GOI	1
181123	LUCK-LADY Khan Uot Khong Mui 25 To/1 Goi	8936013330396	GOI	1
181131	HOA LAN Tam Giang 2/1 Goi	181131	GOI	1
181131	HOA LAN Tam Giang 2/1 Goi	8936013330471	GOI	1
181149	HOA LAN Tam Giang 4/1 Goi	181149	GOI	1
181149	HOA LAN Tam Giang 4/1 Goi	8936013330464	GOI	1
181157	ADIDAS Nam 3in1 After Sport 250ml/1Chai	181157	CHAI	1
181157	ADIDAS Nam 3in1 After Sport 250ml/1Chai	3607340722127	CHAI	1
181165	ADIDAS Nam 3in1 Extra Fresh 250ml/1Chai	181165	CHAI	1
181165	ADIDAS Nam 3in1 Extra Fresh 250ml/1Chai	3607340718656	CHAI	1
181181	ADIDAS Nam 2in1Ice Dive 250ml/1Chai	181181	CHAI	1
181181	ADIDAS Nam 2in1Ice Dive 250ml/1Chai	3607340723902	CHAI	1
181199	ADIDAS Nam 2in1 Pure Game 250ml/1Chai	181199	CHAI	1
181199	ADIDAS Nam 2in1 Pure Game 250ml/1Chai	3607340725289	CHAI	1
181204	PLAYBOY Nam 2in1 Malibu 250ml/1Chai	181204	CHAI	1
181204	PLAYBOY Nam 2in1 Malibu 250ml/1Chai	3607342264939	CHAI	1
181212	PLAYBOY Nam 2in1 New York 250ml/1Chai	181212	CHAI	1
181212	PLAYBOY Nam 2in1 New York 250ml/1Chai	3607342265011	CHAI	1
181254	ADIDAS Xit Ngan Mui Nam Ice Dive 150ml/1 Chai	181254	CHAI	1
181254	ADIDAS Xit Ngan Mui Nam Ice Dive 150ml/1 Chai	3607345387321	CHAI	1
181270	ADIDAS Xit Ngan Mui Nam Pure Game 150ml/1 Chai	181270	CHAI	1
181270	ADIDAS Xit Ngan Mui Nam Pure Game 150ml/1 Chai	3607345401119	CHAI	1
181288	ADIDAS Lan Ngan Mui Nam Ice Dive 50ml/1 Chai	181288	CHAI	1
181288	ADIDAS Lan Ngan Mui Nam Ice Dive 50ml/1 Chai	3607347410928	CHAI	1
181296	ADIDAS Lan Ngan Mui Nam Pure Game 50ml/1 Chai	181296	CHAI	1
181296	ADIDAS Lan Ngan Mui Nam Pure Game 50ml/1 Chai	3607347411055	CHAI	1
181301	PLAYBOY Xit Ngan Mui Nam Malibu 150ml/1 Chai	181301	CHAI	1
181301	PLAYBOY Xit Ngan Mui Nam Malibu 150ml/1 Chai	3607340247613	CHAI	1
181319	PLAYBOY Xit Ngan Mui Nam NewYork 150ml/1 Chai	181319	CHAI	1
181319	PLAYBOY Xit Ngan Mui Nam NewYork 150ml/1 Chai	3607342164529	CHAI	1
181327	PLAYBOY Xit Ngan Mui Nam Vip 150ml/1 Chai	181327	CHAI	1
181327	PLAYBOY Xit Ngan Mui Nam Vip 150ml/1 Chai	3607348579365	CHAI	1
181335	PLAYBOY Xit Ngan Mui Nu Vip150ml/1 Chai	181335	CHAI	1
181335	PLAYBOY Xit Ngan Mui Nu Vip150ml/1 Chai	3607348580415	CHAI	1
181343	ADIDAS Lan Ngan Mui Nu Cool & Care 50ml/1 Chai	181343	CHAI	1
181343	ADIDAS Lan Ngan Mui Nu Cool & Care 50ml/1 Chai	3607347415343	CHAI	1
181351	ADIDAS Lan Ngan Mui Nu C&C Fresh 50ml/1 Chai	181351	CHAI	1
181351	ADIDAS Lan Ngan Mui Nu C&C Fresh 50ml/1 Chai	3607347415589	CHAI	1
181369	ADIDAS Nuoc Hoa Nu Floral Dream 50ml/1 Chai	181369	CHAI	1
181369	ADIDAS Nuoc Hoa Nu Floral Dream 50ml/1 Chai	3412244310024	CHAI	1
181377	ADIDAS Nuoc Hoa Nu Fruity Rhytm 50ml/1 Chai	181377	CHAI	1
181377	ADIDAS Nuoc Hoa Nu Fruity Rhytm 50ml/1 Chai	3412244510004	CHAI	1
181385	DVB Xit Ngan Mui Nam Homme 150ml/1 Chai	181385	CHAI	1
181385	DVB Xit Ngan Mui Nam Homme 150ml/1 Chai	3607342292420	CHAI	1
181393	DVB Tam Goi Nam Homme 200ml/1Tuyp	181393	TUYP	1
181393	DVB Tam Goi Nam Homme 200ml/1Tuyp	3607342532403	TUYP	1
181424	CORNETTO Kem Red Velvet KM 88g/1 Cay	181424	CAY	1
181432	ADIDAS Xit Ngan Mui Fruity Rhythm 150ml/1 Chai	181432	CHAI	1
181432	ADIDAS Xit Ngan Mui Fruity Rhythm 150ml/1 Chai	3607345887890	CHAI	1
181440	ADIDAS Xit Ngan Mui Floral Dream 150ml/1 Chai	181440	CHAI	1
181440	ADIDAS Xit Ngan Mui Floral Dream 150ml/1 Chai	3607345887791	CHAI	1
181652	THIEN LONG Bao Thu BT01/1 Cay	181652	CAI	1
181652	THIEN LONG Bao Thu BT01/1 Cay	2900011816523	CAI	1
181660	THIEN LONG Bop Viet CA-07/DO/1 Cai	181660	CAI	1
181660	THIEN LONG Bop Viet CA-07/DO/1 Cai	8935001846826	CAI	1
181660	THIEN LONG Bop Viet CA-07/DO/1 Cai	8935001846840	CAI	1
181678	THIEN LONG Bop Viet PCA-03/1 Cai	181678	CAI	1
181678	THIEN LONG Bop Viet PCA-03/1 Cai	8935001845317	CAI	1
181686	THIEN LONG Bop Viet PCA-05/DO1/1 Cai	181686	CAI	1
181686	THIEN LONG Bop Viet PCA-05/DO1/1 Cai	8935001845331	CAI	1
181694	THIEN LONG Thuoc Bo SR-09/1 Bo	181694	BO	1
181694	THIEN LONG Thuoc Bo SR-09/1 Bo	8935001844099	BO	1
181709	THIEN LONG Thuoc Thang SR-02/1 Cai	181709	CAI	1
181709	THIEN LONG Thuoc Thang SR-02/1 Cai	8935001840145	CAI	1
181725	THIEN LONG Keo Dan G-011/DO 8g/1 Hu	181725	HU	1
181725	THIEN LONG Keo Dan G-011/DO 8g/1 Hu	8935001842316	HU	1
181733	THIEN LONG But xoa CT03 /1 Cai	181733	CAI	1
181733	THIEN LONG But xoa CT03 /1 Cai	8935001843016	CAI	1
181741	THIEN LONG Dao doc giay KN-01/1 Cai	181741	CAI	1
181741	THIEN LONG Dao doc giay KN-01/1 Cai	8935001841876	CAI	1
181814	HARADA Gang Tay Nylon/1 Goi	181814	GOI	1
181814	HARADA Gang Tay Nylon/1 Goi	4931839620113	GOI	1
181822	PEEL  Nao cu qua/1 Cai	181822	CAI	1
181822	PEEL  Nao cu qua/1 Cai	4977425003915	CAI	1
181830	NAVIIZ Do Mo Hop/1 Cai	181830	CAI	1
181830	NAVIIZ Do Mo Hop/1 Cai	4991203106889	CAI	1
181848	ARCHTYPE Do Khui Ruou/1 Cai	181848	CAI	1
181848	ARCHTYPE Do Khui Ruou/1 Cai	4991203159540	CAI	1
181856	OEM Moc dan 3pcs/1 Cai	181856	CAI	1
181856	OEM Moc dan 3pcs/1 Cai	4580297230763	CAI	1
181856	OEM Moc dan 3pcs/1 Cai	4580297230831	CAI	1
181864	BEAR Moc Dan 2pcs/1 Vi	181864	VI	1
181864	BEAR Moc Dan 2pcs/1 Vi	4580297230817	VI	1
181872	OTHERS Moc Dan 2pcs/1 Vi	181872	VI	1
181872	OTHERS Moc Dan 2pcs/1 Vi	4580297230770	VI	1
181872	OTHERS Moc Dan 2pcs/1 Vi	4580297230787	VI	1
181872	OTHERS Moc Dan 2pcs/1 Vi	4580297230855	VI	1
181880	OTHERS Moc Dan 1pc/1 Cai	181880	CAI	1
181880	OTHERS Moc Dan 1pc/1 Cai	4580297230169	CAI	1
181903	OEM Coc Nen Mau/1 Cai	181903	CAI	1
181903	OEM Coc Nen Mau/1 Cai	4521006392211	CAI	1
181911	MV Mieng Dinh Con Trung 2pcs/1 Goi	181911	GOI	1
181911	MV Mieng Dinh Con Trung 2pcs/1 Goi	4984324014904	GOI	1
181929	MICE Mieng Bay Chuot/1 Cai	181929	CAI	1
181929	MICE Mieng Bay Chuot/1 Cai	4984324014980	CAI	1
181937	C1103 Mieng Dinh Con Trung/1 Cai	181937	CAI	1
181937	C1103 Mieng Dinh Con Trung/1 Cai	4984324011033	CAI	1
181945	BLUE TOUCH Vien Tha BC 3pcs/1 Cai	181945	CAI	1
181945	BLUE TOUCH Vien Tha BC 3pcs/1 Cai	4521006059947	CAI	1
181945	BLUE TOUCH Vien Tha BC 3pcs/1 Cai	4521006059961	CAI	1
181945	BLUE TOUCH Vien Tha BC 3pcs/1 Cai	4521006059985	CAI	1
181953	GREEN TEA Khu Mui Tu Giay 150g/1 Hop	181953	HOP	1
181953	GREEN TEA Khu Mui Tu Giay 150g/1 Hop	4956810223633	HOP	1
181961	GREEN TEA Khu Mui TLanh 150g/1 Hop	181961	HOP	1
181961	GREEN TEA Khu Mui TLanh 150g/1 Hop	4956810223626	HOP	1
182014	OTHERS Mieng Co Thep Co Tay Cam/1 Cai	182014	CAI	1
182014	OTHERS Mieng Co Thep Co Tay Cam/1 Cai	4930419816175	CAI	1
182022	SERIA Bam Mong Tre Em Phu Nu/1 Cai	182022	CAI	1
182022	SERIA Bam Mong Tre Em Phu Nu/1 Cai	4521006461467	CAI	1
182022	SERIA Bam Mong Tre Em Phu Nu/1 Cai	4571196312674	CAI	1
182022	SERIA Bam Mong Tre Em Phu Nu/1 Cai	4947879523062	CAI	1
182030	SERIA  Bam Mong Va Dua/1 Cai	182030	CAI	1
182030	SERIA  Bam Mong Va Dua/1 Cai	4521006463683	CAI	1
182048	SERIA Bam Mong/1 Cai	182048	CAI	1
182048	SERIA Bam Mong/1 Cai	4947879523055	CAI	1
182056	KOTOBUKI Nhip Nhat/1 Cai	182056	CAI	1
182056	KOTOBUKI Nhip Nhat/1 Cai	4991203120939	CAI	1
182056	KOTOBUKI Nhip Nhat/1 Cai	4991203120946	CAI	1
182064	STAINLESS STEEL Nhip Bon Mau/1 Cai	182064	CAI	1
182064	STAINLESS STEEL Nhip Bon Mau/1 Cai	4991203147332	CAI	1
182072	COLOR PALETTE Mut Tam/1 Cai	182072	CAI	1
182072	COLOR PALETTE Mut Tam/1 Cai	4966634110019	CAI	1
182072	COLOR PALETTE Mut Tam/1 Cai	4966634110026	CAI	1
182072	COLOR PALETTE Mut Tam/1 Cai	4966634900009	CAI	1
182080	LOVEN Mieng Tay Trang/1 Cai	182080	CAI	1
182080	LOVEN Mieng Tay Trang/1 Cai	4982790188631	CAI	1
182098	HAPPY Mu Tam Nylon/1 Cai	182098	CAI	1
182098	HAPPY Mu Tam Nylon/1 Cai	4905687000045	CAI	1
182103	GLADE Xit Phong Huong Co Hoa 280ml/1 Chai	182103	CHAI	1
182103	GLADE Xit Phong Huong Co Hoa 280ml/1 Chai	8934889501049	CHAI	1
182103	GLADE Xit Phong Huong Co Hoa 280ml/1 Chai	8934889800395	CHAI	1
182179	EVA Ao Mua Co Tay/1 Cai	182179	CAI	1
182179	EVA Ao Mua Co Tay/1 Cai	8935103230066	CAI	1
182187	EVA Ao Mua Khong Tay/1 Cai	182187	CAI	1
182187	EVA Ao Mua Khong Tay/1 Cai	8935103230073	CAI	1
182195	FY Ao Mua Nilon/1 Cai	182195	CAI	1
182195	FY Ao Mua Nilon/1 Cai	8935103205019	CAI	1
182218	CPE Ao Mua Nilon/1 Cai	182218	CAI	1
182218	CPE Ao Mua Nilon/1 Cai	8935103205026	CAI	1
182331	GLADE X.Phong Huong Chanh 280ml/1 Hop	182331	HOP	1
182331	GLADE X.Phong Huong Chanh 280ml/1 Hop	8934889500400	HOP	1
182331	GLADE X.Phong Huong Chanh 280ml/1 Hop	8934889800388	HOP	1
182357	GLADE Sap Thom Huong Lai/1 Hop	182357	HOP	1
182357	GLADE Sap Thom Huong Lai/1 Hop	8801328400525	HOP	1
182373	OLAY Kem Duong Trang Da Ngay 50g/1 Hop	182373	HOP	1
182373	OLAY Kem Duong Trang Da Ngay 50g/1 Hop	4902430374224	HOP	1
182381	ADIDAS Nam 3in1 Hydra Sport 250ml/1Chai	182381	CHAI	1
182381	ADIDAS Nam 3in1 Hydra Sport 250ml/1Chai	3607343567893	CHAI	1
182420	NEODERM Mieng Tri Mun 16 mieng/1 Hop	182420	HOP	1
182420	NEODERM Mieng Tri Mun 16 mieng/1 Hop	8806035038054	HOP	1
182420	NEODERM Mieng Tri Mun 16 mieng/1 Hop	8806035038108	HOP	1
182438	BINGGRAE Moc Gan Chia Khoa/1 Cai	182438	CAI	1
182438	BINGGRAE Moc Gan Chia Khoa/1 Cai	2900011824382	CAI	1
182454	DIAL Nuoc Rua Tay Vang 221ml/1Chai	017000091532	CHAI	1
182454	DIAL Nuoc Rua Tay Vang 221ml/1Chai	182454	CHAI	1
182462	DIAL Nuoc Rua Tay Vanilla & Cherry 221ml/1Chai	017000085180	CHAI	1
182462	DIAL Nuoc Rua Tay Vanilla & Cherry 221ml/1Chai	017000092645	CHAI	1
182462	DIAL Nuoc Rua Tay Vanilla & Cherry 221ml/1Chai	182462	CHAI	1
182496	BABY CHERIE Tam Bong 100pcs/1 Hop	182496	HOP	1
182496	BABY CHERIE Tam Bong 100pcs/1 Hop	8850014519393	HOP	1
182501	BABY CHERIE Tam Bong 100pcs/1 Goi	182501	GOI	1
182501	BABY CHERIE Tam Bong 100pcs/1 Goi	8850014431251	GOI	1
182519	BABY CHERIE Tam Bong Tre Em 100pcs/1 Goi	182519	GOI	1
182519	BABY CHERIE Tam Bong Tre Em 100pcs/1 Goi	8850014428510	GOI	1
182527	LEO O Gap 3 Nac/1 Cai	182527	CAI	1
182527	LEO O Gap 3 Nac/1 Cai	8859999900322	CAI	1
182535	LEO O Gap 2 Nac/1 Cai	182535	CAI	1
182535	LEO O Gap 2 Nac/1 Cai	8859999900220	CAI	1
182543	LEO O Can Dai/1 Cai	182543	CAI	1
182543	LEO O Can Dai/1 Cai	8859999900859	CAI	1
182933	RANDO Ao Mua Nilon Loai Tron/1 Cai	182933	CAI	1
182933	RANDO Ao Mua Nilon Loai Tron/1 Cai	8935050000545	CAI	1
182941	RANDO Ao Mua Nilon Loai Cham Bi/1 Cai	182941	CAI	1
182941	RANDO Ao Mua Nilon Loai Cham Bi/1 Cai	8935050000682	CAI	1
183010	UNIBAND TCT N Spring Band 2pcs/1 Cai	183010	CAI	1
183010	UNIBAND TCT N Spring Band 2pcs/1 Cai	8809333559788	CAI	1
183036	DAILY CARE Ly Giay 9oz 10pcs/1 Goi	183036	GOI	1
183036	DAILY CARE Ly Giay 9oz 10pcs/1 Goi	8936065140769	GOI	1
183159	CIRCLE K Ao Mua Co Vien/1 Cai	183159	CAI	1
183159	CIRCLE K Ao Mua Co Vien/1 Cai	2900011831595	CAI	1
183159	CIRCLE K Ao Mua Co Vien/1 Cai	2900091831591	CAI	1
183272	LIPICE Son Duong Moi Huong Cam 2g/1 Cay	183272	CAY	1
183272	LIPICE Son Duong Moi Huong Cam 2g/1 Cay	8935006533141	CAY	1
183280	ACNES Kem Rua Mat Ngua Mun 50g/1 Tuyp	183280	TUYP	1
183280	ACNES Kem Rua Mat Ngua Mun 50g/1 Tuyp	8935006531611	TUYP	1
183298	SUNPLAY Kem Chong Nang Duong Trang SPF50 30g/1Tuyp	183298	TUYP	1
183298	SUNPLAY Kem Chong Nang Duong Trang SPF50 30g/1Tuyp	8935006532717	TUYP	1
183565	P/S Ban Chai Danh Rang Chai Sach Sau/1 Cay	183565	CAY	1
183565	P/S Ban Chai Danh Rang Chai Sach Sau/1 Cay	8934839120528	CAY	1
183565	P/S Ban Chai Danh Rang Chai Sach Sau/1 Cay	8934839123062	CAY	1
183646	SOFFELL Kem Xua Muoi Huong Hoa 60ml/1 Chai	183646	CHAI	1
183646	SOFFELL Kem Xua Muoi Huong Hoa 60ml/1 Chai	8992772065016	CHAI	1
183654	SOFFELL Xit Xua Muoi Huong Hoa 30ml/1 Chai	183654	CHAI	1
183654	SOFFELL Xit Xua Muoi Huong Hoa 30ml/1 Chai	8992772065160	CHAI	1
183816	YEJIMIIN Bang Ve Sinh Thao Duoc Hang Ngay 20pcs/1Goi	183816	GOI	1
183816	YEJIMIIN Bang Ve Sinh Thao Duoc Hang Ngay 20pcs/1Goi	8809104294146	GOI	1
183816	YEJIMIIN Bang Ve Sinh Thao Duoc Hang Ngay 20pcs/1Goi	8809104296232	GOI	1
184024	DUREX Bao Cao Su Kingtex 12 Cai/1 Hop	184024	HOP	1
184024	DUREX Bao Cao Su Kingtex 12 Cai/1 Hop	5052197036190	HOP	1
184040	K-Y Gel Boi Tron 50g/1 Tuyp	184040	TUYP	1
184040	K-Y Gel Boi Tron 50g/1 Tuyp	5052197037630	TUYP	1
184040	K-Y Gel Boi Tron 50g/1 Tuyp	5052197042870	TUYP	1
184040	K-Y Gel Boi Tron 50g/1 Tuyp	8850007400448	TUYP	1
184171	DIAL Sua Tam AntiOxidant 473ml/1Chai	017000039015	CHAI	1
184171	DIAL Sua Tam AntiOxidant 473ml/1Chai	184171	CHAI	1
184189	GILLETTE Sua Tam Nam 2in1 473ml/1Chai	037000496229	CHAI	1
184189	GILLETTE Sua Tam Nam 2in1 473ml/1Chai	184189	CHAI	1
184197	HEAD&SHOULDERS Dau Goi Dry Scalp 420ml/1 Chai	037000062059	CHAI	1
184197	HEAD&SHOULDERS Dau Goi Dry Scalp 420ml/1 Chai	184197	CHAI	1
184228	MAYBELLINE Day Chuyen KM/1Cai	184228	CAI	1
184228	MAYBELLINE Day Chuyen KM/1Cai	2900011842287	CAI	1
184236	MAYBELLINE Guong Soi KM/1Cai	184236	CAI	1
184236	MAYBELLINE Guong Soi KM/1Cai	2900011842362	CAI	1
184325	DENTIPLUS XTM Khong Duong 25ml/1 Chai	184325	CHAI	1
184325	DENTIPLUS XTM Khong Duong 25ml/1 Chai	5020535003494	CHAI	1
184333	ST.IVES Khan Mat KM/1Cai	184333	CAI	1
184333	ST.IVES Khan Mat KM/1Cai	2900011843338	CAI	1
184430	DUREX Bao Cao Su RealFeel 3 Cai/1 Hop	184430	HOP	1
184430	DUREX Bao Cao Su RealFeel 3 Cai/1 Hop	5052197025699	HOP	1
184943	CALLA Khan Giay 260pcs/1 Goi	184943	GOI	1
184943	CALLA Khan Giay 260pcs/1 Goi	8938506886014	GOI	1
184951	CALLA K.Giay 2 Lop 100 Sheets /1 Hop	184951	HOP	1
184951	CALLA K.Giay 2 Lop 100 Sheets /1 Hop	8938506886298	HOP	1
184969	CALLA Giay Ve Sinh 2 Lop 9 Cuon /1 Goi	184969	GOI	1
184969	CALLA Giay Ve Sinh 2 Lop 9 Cuon /1 Goi	8938506886038	GOI	1
184977	CALLA Giay Ve Sinh 3 Lop 6 Cuon /1 Goi	184977	GOI	1
184977	CALLA Giay Ve Sinh 3 Lop 6 Cuon /1 Goi	8938506886052	GOI	1
185062	KLEENEX Khan Giay 140 sheets/1 Hop	185062	HOP	1
185062	KLEENEX Khan Giay 140 sheets/1 Hop	8850039711017	HOP	1
185062	KLEENEX Khan Giay 140 sheets/1 Hop	8850039719112	HOP	1
185096	JUMBO Nhang Muoi Cam Chanh 300ml/1 Chai	185096	CHAI	1
185096	JUMBO Nhang Muoi Cam Chanh 300ml/1 Chai	8934732201928	CHAI	1
185119	CLEDOR Kem Hanh Nhan So Co La 150ml/1 Cay	185119	CAY	1
185119	CLEDOR Kem Hanh Nhan So Co La 150ml/1 Cay	8801104131438	CAY	1
185127	CLEDOR Kem Hanh Nhan Dau 150ml/1 Cay	185127	CAY	1
185127	CLEDOR Kem Hanh Nhan Dau 150ml/1 Cay	8801104131421	CAY	1
185321	ZALORA Phieu mua hang/1 Cai	185321	CAI	1
185321	ZALORA Phieu mua hang/1 Cai	2900011853214	CAI	1
186254	HELEN HARPER Bang Ve Sinh Hang Ngay 20pcs/1Hop	186254	HOP	1
186254	HELEN HARPER Bang Ve Sinh Hang Ngay 20pcs/1Hop	5411416016557	HOP	1
186262	HELEN HARPER Bang Ve Sinh Ngay It 10pcs/1Hop	186262	HOP	1
186262	HELEN HARPER Bang Ve Sinh Ngay It 10pcs/1Hop	5411416016519	HOP	1
186270	HELEN HARPER Bang Ve Sinh Ban Dem 7pcs/1Hop	186270	HOP	1
186270	HELEN HARPER Bang Ve Sinh Ban Dem 7pcs/1Hop	5411416023333	HOP	1
186319	HELEN HARPER Bang Ve Sinh Trong CDay 16pc/1Hop	186319	HOP	1
186319	HELEN HARPER Bang Ve Sinh Trong CDay 16pc/1Hop	5411416025672	HOP	1
186327	CIRCLE K Troi mua /1 Cai	186327	CAI	1
186327	CIRCLE K Troi mua /1 Cai	2900011863275	CAI	1
186505	COLGATE Ban Chai Danh Rang Premier Classic/1 Cay	186505	CAY	1
186505	COLGATE Ban Chai Danh Rang Premier Classic/1 Cay	8935236000031	CAY	1
187373	KOTEX Luxe Bang Ve Sinh Sieu Mong Canh 8pcs/1Goi	187373	GOI	1
187373	KOTEX Luxe Bang Ve Sinh Sieu Mong Canh 8pcs/1Goi	8888336007991	GOI	1
187593	DIANA Hop Qua/1 Hop	187593	HOP	1
187593	DIANA Hop Qua/1 Hop	2900011875933	HOP	1
187608	P&T Vo Got Nam/1 Goi	187608	GOI	1
187608	P&T Vo Got Nam/1 Goi	8936057090195	GOI	1
187616	P&T Vo Got Nu/1 Goi	187616	GOI	1
187616	P&T Vo Got Nu/1 Goi	8936057090188	GOI	1
187917	JAPAN Chun Buoc Toc Mau 2 Soi/1 Goi	187917	TUI	1
187917	JAPAN Chun Buoc Toc Mau 2 Soi/1 Goi	4539314050201	TUI	1
187925	JAPAN Chun Buoc Toc Den 2 Soi/1 Doi	187925	DOI	1
187925	JAPAN Chun Buoc Toc Den 2 Soi/1 Doi	4968988050201	DOI	1
187925	JAPAN Chun Buoc Toc Den 2 Soi/1 Doi	4968988500065	DOI	1
187933	JAPAN Mieng Thom Phong & Xua Con Trung Hoa Hong /1 Hop	187933	HOP	1
187933	JAPAN Mieng Thom Phong & Xua Con Trung Hoa Hong /1 Hop	4984324015413	HOP	1
187941	JAPAN Mieng Thom Phong Huong Nhai /1 Hop	187941	HOP	1
187941	JAPAN Mieng Thom Phong Huong Nhai /1 Hop	4984324015420	HOP	1
187959	JAPAN Mieng Thom Phong Oai Huong/1 Hop	187959	HOP	1
187959	JAPAN Mieng Thom Phong Oai Huong/1 Hop	4984324015437	HOP	1
187967	CHINA Hop Hut Am 800ml/1 Hop	187967	HOP	1
187967	CHINA Hop Hut Am 800ml/1 Hop	4521006066624	HOP	1
187975	JAPAN Hop Thom Phong HHong/1 Hop	187975	HOP	1
187975	JAPAN Hop Thom Phong HHong/1 Hop	4967574900258	HOP	1
187983	CHINA Dao Cat Banh /1 Cai	187983	CAI	1
187983	CHINA Dao Cat Banh /1 Cai	4982790300668	CAI	1
187991	CHINA Dao Bep 0675/1 Cai	187991	CAI	1
187991	CHINA Dao Bep 0675/1 Cai	4982790300675	CAI	1
188002	CHINA Dao Bep 0682/1 Cai	188002	CAI	1
188002	CHINA Dao Bep 0682/1 Cai	4982790300682	CAI	1
188010	CHINA Keo Bep /1 Cai	188010	CAI	1
188010	CHINA Keo Bep /1 Cai	4991203147325	CAI	1
188028	CHINA Keo Cat Thuc An /1 Cai	188028	CAI	1
188028	CHINA Keo Cat Thuc An /1 Cai	4947879519775	CAI	1
188036	THAILAND Tui Dong Lanh Size L /1 Hop	188036	HOP	1
188036	THAILAND Tui Dong Lanh Size L /1 Hop	4560244070758	HOP	1
188044	JAPAN Mang Boc TP 20cmx30m/1 Hop	188044	HOP	1
188044	JAPAN Mang Boc TP 20cmx30m/1 Hop	4901751500558	HOP	1
188052	CHINA Cay Bao Ngo /1 Cai	188052	CAI	1
188052	CHINA Cay Bao Ngo /1 Cai	4571137124908	CAI	1
